Location,Price,Sq. ft.,Ba,Br,Link
"208 W 45th St, Austin, TX 78751","$599,900 ","1,032 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/208-W-45th-St-Austin-TX-78751/29405094_zpid/
"13141 Coriander Dr, Austin, TX 78729","$1,000,000 ","3,535 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/13141-Coriander-Dr-Austin-TX-78729/58265891_zpid/
"4310 Stromquist St, Austin, TX 78723","$925,000 ","1,964 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/4310-Stromquist-St-Austin-TX-78723/241934932_zpid/
"4902 Savorey Ln, Austin, TX 78744","$350,000 ","1,488 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/4902-Savorey-Ln-Austin-TX-78744/29510860_zpid/
"10517 Big Thicket Dr, Austin, TX 78747","$560,000 ","2,601 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/10517-Big-Thicket-Dr-Austin-TX-78747/70357547_zpid/
"1807 Rockmoor Ave, Austin, TX 78703","$1,750,000 ","2,333 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1807-Rockmoor-Ave-Austin-TX-78703/29336201_zpid/
"3505 Breckenridge Dr, Austin, TX 78744","$375,000 ","1,220 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/3505-Breckenridge-Dr-Austin-TX-78744/145657756_zpid/
"8509 Honeysuckle Trl, Austin, TX 78759","$1,200,000 ","2,097 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8509-Honeysuckle-Trl-Austin-TX-78759/125089648_zpid/
"910 W Elizabeth St, Austin, TX 78704","$3,395,000 ","3,051 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/910-W-Elizabeth-St-Austin-TX-78704/29322008_zpid/
"1101 Silverton Ct, Austin, TX 78753","$375,000 ","1,328 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1101-Silverton-Ct-Austin-TX-78753/29434579_zpid/
"2803 Townes Ln, Austin, TX 78703","$3,950,000 ","4,408 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/2803-Townes-Ln-Austin-TX-78703/29335801_zpid/
"6001 Hood Holw, Austin, TX 78731","$1,999,000 ","5,427 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/6001-Hood-Holw-Austin-TX-78731/29349583_zpid/
"5202 Kite Tail Dr, Austin, TX 78730","$899,000 ","3,011 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/5202-Kite-Tail-Dr-Austin-TX-78730/29359250_zpid/
"150 Maeves Way, Austin, TX 78737","$624,000 ","2,328 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/150-Maeves-Way-Austin-TX-78737/84129731_zpid/
"8536 Red Willow Dr, Austin, TX 78736","$465,000 ","1,580 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/8536-Red-Willow-Dr-Austin-TX-78736/29477945_zpid/
"1142 Garland Ave, Austin, TX 78721","$350,000 ",960 sqft,1 ba,3 bds,https://www.zillow.com/homedetails/1142-Garland-Ave-Austin-TX-78721/29387050_zpid/
"14624 Flat Top Ranch Rd, Austin, TX 78732","$7,200,000 ","7,740 sqft",8 ba,6 bds,https://www.zillow.com/homedetails/14624-Flat-Top-Ranch-Rd-Austin-TX-78732/89545951_zpid/
"3300 Bratton Ridge Xing, Austin, TX 78728","$444,000 ","2,003 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/3300-Bratton-Ridge-Xing-Austin-TX-78728/29454552_zpid/
"12819 Magnolia Mound Trl, Austin, TX 78727","$339,000 ","1,034 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/12819-Magnolia-Mound-Trl-Austin-TX-78727/29375607_zpid/
"1201 Verdant Way, Austin, TX 78746","$3,750,000 ","4,390 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/1201-Verdant-Way-Austin-TX-78746/29326795_zpid/
"3308 Ferguson Ln, Austin, TX 78754","$550,000 ","2,263 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/3308-Ferguson-Ln-Austin-TX-78754/2066558088_zpid/
"1401 Holly St #2, Austin, TX 78702","$899,000 ","1,100 sqft",3 ba,2 bds,https://www.zillow.com/homedetails/1401-Holly-St-2-Austin-TX-78702/2058852626_zpid/
"6413 Magenta Ln, Austin, TX 78739","$1,099,000 ","3,873 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/6413-Magenta-Ln-Austin-TX-78739/64669399_zpid/
"5200 Keene Cv, Austin, TX 78730","$725,000 ","2,121 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/5200-Keene-Cv-Austin-TX-78730/29359177_zpid/
"404 W Croslin St, Austin, TX 78752","$400,000 ","1,525 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/404-W-Croslin-St-Austin-TX-78752/29416501_zpid/
"13613 Oystercatcher Dr, Austin, TX 78729","$465,000 ","1,916 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/13613-Oystercatcher-Dr-Austin-TX-78729/95018984_zpid/
"7104 Poulain Dr, Austin, TX 78738","$599,900 ","2,281 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/7104-Poulain-Dr-Austin-TX-78738/331627377_zpid/
"9904 Richelieu Rd, Austin, TX 78750","$775,000 ","2,130 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/9904-Richelieu-Rd-Austin-TX-78750/29374437_zpid/
"10940 Colonel Winn Loop, Austin, TX 78748","$435,940 ","1,922 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/10940-Colonel-Winn-Loop-Austin-TX-78748/58317629_zpid/
"4800 Mirador Dr, Austin, TX 78735","$5,950,000 ","7,800 sqft",9 ba,8 bds,https://www.zillow.com/homedetails/4800-Mirador-Dr-Austin-TX-78735/58297259_zpid/
"116 Navigator Dr, Austin, TX 78717","$567,500 ","1,996 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/116-Navigator-Dr-Austin-TX-78717/89657659_zpid/
"3100 Crowheart Cv, Austin, TX 78746","$1,850,000 ","3,927 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/3100-Crowheart-Cv-Austin-TX-78746/29340580_zpid/
"7503 Harmony Shoals Bnd, Austin, TX 78744","$399,990 ","1,495 sqft",3 ba,2 bds,https://www.zillow.com/homedetails/7503-Harmony-Shoals-Bnd-Austin-TX-78744/2062533887_zpid/
"6201 Tara Dr, Austin, TX 78744","$375,000 ","1,633 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/6201-Tara-Dr-Austin-TX-78744/58311502_zpid/
"10902 Twisted Elm Dr, Austin, TX 78726","$895,000 ","3,155 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/10902-Twisted-Elm-Dr-Austin-TX-78726/124841720_zpid/
"4604 Peach Grove Rd, Austin, TX 78744","$425,000 ","2,308 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/4604-Peach-Grove-Rd-Austin-TX-78744/70327439_zpid/
"8004 Two Coves Dr, Austin, TX 78730","$5,950,000 ","5,597 sqft",6 ba,8 bds,https://www.zillow.com/homedetails/8004-Two-Coves-Dr-Austin-TX-78730/29356256_zpid/
"4704 Crest Oak Rd, Austin, TX 78744","$320,000 ","1,050 sqft",1 ba,3 bds,https://www.zillow.com/homedetails/4704-Crest-Oak-Rd-Austin-TX-78744/29467360_zpid/
"4802 Turnstone Dr, Austin, TX 78744","$325,000 ","1,045 sqft",1 ba,2 bds,https://www.zillow.com/homedetails/4802-Turnstone-Dr-Austin-TX-78744/29502265_zpid/
"3145 Burks Ln, Austin, TX 78732","$634,999 ","2,361 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/3145-Burks-Ln-Austin-TX-78732/29357030_zpid/
"1001 E Applegate Dr, Austin, TX 78753","$449,999 ","1,856 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1001-E-Applegate-Dr-Austin-TX-78753/29429208_zpid/
"4407 Ganymede Dr, Austin, TX 78727","$599,000 ","2,094 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/4407-Ganymede-Dr-Austin-TX-78727/29442533_zpid/
"5903 Lost Horizon Dr, Austin, TX 78759","$850,000 ","2,677 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/5903-Lost-Horizon-Dr-Austin-TX-78759/29364453_zpid/
"7805 Lowdes Dr, Austin, TX 78745","$674,900 ","1,754 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/7805-Lowdes-Dr-Austin-TX-78745/29498198_zpid/
"9207 Brents Elm Dr, Austin, TX 78744","$425,000 ","1,574 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/9207-Brents-Elm-Dr-Austin-TX-78744/63722509_zpid/
"17716 Flowing Brook Dr, Austin, TX 78738","$749,000 ","2,324 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/17716-Flowing-Brook-Dr-Austin-TX-78738/331622828_zpid/
"9612 Tavares Cv, Austin, TX 78733","$3,995,000 ","7,700 sqft",7 ba,6 bds,https://www.zillow.com/homedetails/9612-Tavares-Cv-Austin-TX-78733/64557549_zpid/
"4706 Carsonhill Dr, Austin, TX 78723","$509,000 ","1,620 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/4706-Carsonhill-Dr-Austin-TX-78723/29393339_zpid/
"4904 Summerset Trl, Austin, TX 78749","$650,000 ","1,845 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/4904-Summerset-Trl-Austin-TX-78749/29480843_zpid/
"11012 Short Springs Dr, Austin, TX 78754","$359,000 ","1,378 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11012-Short-Springs-Dr-Austin-TX-78754/80103759_zpid/
"1903 Hearthside Dr, Austin, TX 78757","$425,000 ","1,722 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/1903-Hearthside-Dr-Austin-TX-78757/29426663_zpid/
"4505 Nixon Ln, Austin, TX 78725","$500,000 ","1,608 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4505-Nixon-Ln-Austin-TX-78725/29390620_zpid/
"5510 Chadwyck Dr, Austin, TX 78723","$690,000 ","2,183 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/5510-Chadwyck-Dr-Austin-TX-78723/29400974_zpid/
"6902 Lost Valley, Austin, TX 78745","$725,000 ","2,290 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/6902-Lost-Valley-Austin-TX-78745/58315200_zpid/
"7201 Beckett Rd, Austin, TX 78749","$579,850 ","1,633 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/7201-Beckett-Rd-Austin-TX-78749/29483430_zpid/
"4709 Frontier Trl, Austin, TX 78745","$670,000 ","1,933 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/4709-Frontier-Trl-Austin-TX-78745/58312909_zpid/
"5210 Langwood Dr, Austin, TX 78754","$295,000 ","1,364 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/5210-Langwood-Dr-Austin-TX-78754/29415745_zpid/
"8508 Bargamin Dr, Austin, TX 78736","$585,000 ","2,231 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8508-Bargamin-Dr-Austin-TX-78736/29477790_zpid/
"12233 Forsythe Dr, Austin, TX 78759","$449,000 ","1,452 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/12233-Forsythe-Dr-Austin-TX-78759/58306173_zpid/
"13301 Mansfield Dr, Austin, TX 78732","$1,260,000 ","3,706 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/13301-Mansfield-Dr-Austin-TX-78732/29363582_zpid/
"2409 Montague St, Austin, TX 78741","$570,000 ","1,850 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/2409-Montague-St-Austin-TX-78741/124845231_zpid/
"2000 Tillotson Ave, Austin, TX 78702","$765,000 ",916 sqft,1 ba,3 bds,https://www.zillow.com/homedetails/2000-Tillotson-Ave-Austin-TX-78702/29386151_zpid/
"5702 Link Ave, Austin, TX 78752","$555,000 ","1,625 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5702-Link-Ave-Austin-TX-78752/29411818_zpid/
"1901 Exposition Blvd, Austin, TX 78703","$5,250,000 ","5,051 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/1901-Exposition-Blvd-Austin-TX-78703/29335144_zpid/
"5657 Pinon Vista Dr, Austin, TX 78724","$349,000 ","1,269 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5657-Pinon-Vista-Dr-Austin-TX-78724/29397047_zpid/
"9116 Robinson Family Rd, Austin, TX 78738","$3,850,000 ","4,895 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/9116-Robinson-Family-Rd-Austin-TX-78738/70330305_zpid/
"1604 J J Seabrook Dr, Austin, TX 78721","$599,999 ","1,105 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/1604-J-J-Seabrook-Dr-Austin-TX-78721/2083957602_zpid/
"2102 E 21st St #1, Austin, TX 78722","$1,499,000 ","2,540 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/2102-E-21st-St-1-Austin-TX-78722/2064188611_zpid/
"10113 Copper Ridge Cv, Austin, TX 78747","$459,000 ","2,209 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/10113-Copper-Ridge-Cv-Austin-TX-78747/120896344_zpid/
"4511 Island Cv, Austin, TX 78731","$7,475,000 ","7,755 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/4511-Island-Cv-Austin-TX-78731/29343223_zpid/
"8310 Arboles Cir, Austin, TX 78737","$1,375,000 ","3,260 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/8310-Arboles-Cir-Austin-TX-78737/28594264_zpid/
"5808 Brocade Dr, Austin, TX 78724","$398,886 ","1,845 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/5808-Brocade-Dr-Austin-TX-78724/2070762591_zpid/
"5419 Darlington Ln, Austin, TX 78723","$485,000 ","1,363 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/5419-Darlington-Ln-Austin-TX-78723/29400178_zpid/
"815 Wild Rose Dr, Austin, TX 78737","$650,000 ","2,603 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/815-Wild-Rose-Dr-Austin-TX-78737/119628592_zpid/
"1400 Anhalt Dr UNIT 45A, Pflugerville, TX 78660","$335,000 ","1,496 sqft",3 ba,2 bds,https://www.zillow.com/homedetails/1400-Anhalt-Dr-UNIT-45A-Pflugerville-TX-78660/2066559685_zpid/
"904 Christopher St, Austin, TX 78704","$2,350,000 ","2,987 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/904-Christopher-St-Austin-TX-78704/29323751_zpid/
"2106 Lamplight Village Cir, Austin, TX 78727","$550,000 ","2,226 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/2106-Lamplight-Village-Cir-Austin-TX-78727/29440673_zpid/
"12904 Titanium St, Manor, TX 78653","$355,000 ","1,663 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/12904-Titanium-St-Manor-TX-78653/331623571_zpid/
"2517 Rockridge Dr, Austin, TX 78744","$389,999 ","1,296 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2517-Rockridge-Dr-Austin-TX-78744/29503079_zpid/
"4611 Craigwood Dr, Austin, TX 78725","$370,000 ","1,129 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4611-Craigwood-Dr-Austin-TX-78725/29392903_zpid/
"6105 Ada Ct, Austin, TX 78744","$425,000 ","1,728 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/6105-Ada-Ct-Austin-TX-78744/58311494_zpid/
"1816 Carlson Dr #42C, Austin, TX 78741","$485,000 ","1,437 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1816-Carlson-Dr-42C-Austin-TX-78741/121657746_zpid/
"7317 Brecourt Manor Way, Austin, TX 78739","$799,900 ","2,593 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/7317-Brecourt-Manor-Way-Austin-TX-78739/70342815_zpid/
"7224 Cardinal Bloom Loop, Austin, TX 78744","$495,000 ","1,572 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/7224-Cardinal-Bloom-Loop-Austin-TX-78744/241933071_zpid/
"9216 Meadow Vale, Austin, TX 78758","$524,900 ","1,339 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/9216-Meadow-Vale-Austin-TX-78758/29427381_zpid/
"2106 Brunswick Dr, Austin, TX 78723","$464,900 ","1,340 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2106-Brunswick-Dr-Austin-TX-78723/29407262_zpid/
"13303 Mansfield Dr, Austin, TX 78732","$2,395,000 ","5,371 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/13303-Mansfield-Dr-Austin-TX-78732/29363581_zpid/
"12900 Covington Trl, Austin, TX 78727","$486,000 ","1,375 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/12900-Covington-Trl-Austin-TX-78727/29446093_zpid/
"8616 Cobblestone, Austin, TX 78735","$840,000 ","2,240 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/8616-Cobblestone-Austin-TX-78735/70331733_zpid/
"1445 Sir Thopas Trl, Austin, TX 78748","$385,900 ","1,271 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1445-Sir-Thopas-Trl-Austin-TX-78748/58317342_zpid/
"4904 Eastdale Dr, Austin, TX 78723","$545,000 ","1,628 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4904-Eastdale-Dr-Austin-TX-78723/29395101_zpid/
"1702 Barton Hills Dr, Austin, TX 78704","$1,100,000 ","1,421 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1702-Barton-Hills-Dr-Austin-TX-78704/29324562_zpid/
"3102 Tom Green St, Austin, TX 78705","$969,500 ","2,126 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/3102-Tom-Green-St-Austin-TX-78705/29395734_zpid/
"3112 Corbin Ln, Austin, TX 78704","$745,000 ","1,714 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/3112-Corbin-Ln-Austin-TX-78704/83817403_zpid/
"8000 Forbsdale Dr, Austin, TX 78747","$385,000 ","2,049 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8000-Forbsdale-Dr-Austin-TX-78747/29470052_zpid/
"15101 Dexler Dr, Austin, TX 78734","$699,900 ","1,250 sqft",2 ba,1 bd,https://www.zillow.com/homedetails/15101-Dexler-Dr-Austin-TX-78734/144196761_zpid/
"1301 Town Creek Dr UNIT 3, Austin, TX 78741","$950,000 ","2,528 sqft",4 ba,3 bds,https://www.zillow.com/homedetails/1301-Town-Creek-Dr-UNIT-3-Austin-TX-78741/250997529_zpid/
"Plan 277 Plan, Parten: 85ft. lots","$917,990+","3,388 sqft",3 ba,4 bds,https://www.zillow.com/community/parten-85ft-lots/2061819516_zpid/
"13103 Humphrey Dr, Austin, TX 78729","$546,000 ","1,748 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/13103-Humphrey-Dr-Austin-TX-78729/29588386_zpid/
"5935 Cherry Loop, Austin, TX 78745","$650,000 ","1,436 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5935-Cherry-Loop-Austin-TX-78745/64792835_zpid/
"5515 Hibiscus Dr, Austin, TX 78724","$346,000 ",942 sqft,2 ba,2 bds,https://www.zillow.com/homedetails/5515-Hibiscus-Dr-Austin-TX-78724/29410314_zpid/
"700 Great Britain Blvd, Austin, TX 78748","$342,500 ",880 sqft,1 ba,2 bds,https://www.zillow.com/homedetails/700-Great-Britain-Blvd-Austin-TX-78748/29508430_zpid/
"15201 Thatcher Dr, Austin, TX 78717","$698,000 ","2,895 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/15201-Thatcher-Dr-Austin-TX-78717/52830705_zpid/
"1400 Lorraine Loop #1400, Austin, TX 78758","$499,000 ","1,863 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1400-Lorraine-Loop-1400-Austin-TX-78758/119621982_zpid/
"8400 Alta Verde Dr, Austin, TX 78759","$544,900 ","1,916 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/8400-Alta-Verde-Dr-Austin-TX-78759/58299406_zpid/
"1433 Bradbury Ln, Austin, TX 78753","$540,000 ","2,687 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1433-Bradbury-Ln-Austin-TX-78753/29437035_zpid/
"12012 Ladrido Ln, Austin, TX 78727","$575,000 ","2,135 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/12012-Ladrido-Ln-Austin-TX-78727/58305230_zpid/
"1314 Westover Rd, Austin, TX 78703","$5,999,999 ","4,400 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/1314-Westover-Rd-Austin-TX-78703/29397802_zpid/
"7008 Halesboro Dr, Austin, TX 78736","$795,000 ","2,541 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/7008-Halesboro-Dr-Austin-TX-78736/145655518_zpid/
"9105 Tweed Berwick Dr, Austin, TX 78750","$890,000 ","2,669 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/9105-Tweed-Berwick-Dr-Austin-TX-78750/29372485_zpid/
"8404 Riverstone Dr, Austin, TX 78724","$685,000 ","3,968 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/8404-Riverstone-Dr-Austin-TX-78724/58301187_zpid/
"5506 Buffalo Pass #B, Austin, TX 78745","$460,000 ","1,290 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5506-Buffalo-Pass-B-Austin-TX-78745/58313697_zpid/
"14712 Bescott Dr, Austin, TX 78728","$550,000 ","2,455 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/14712-Bescott-Dr-Austin-TX-78728/29449848_zpid/
"1705 Palo Duro Rd, Austin, TX 78757","$525,000 ","1,599 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1705-Palo-Duro-Rd-Austin-TX-78757/29414320_zpid/
"8907 Little Walnut Pkwy, Austin, TX 78758","$465,000 ","1,564 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/8907-Little-Walnut-Pkwy-Austin-TX-78758/29423640_zpid/
"4414 Merle Dr UNIT 1, Austin, TX 78745","$699,900 ","1,390 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/4414-Merle-Dr-UNIT-1-Austin-TX-78745/305433896_zpid/
"5704 Tahoma Pl, Austin, TX 78759","$775,000 ","2,389 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/5704-Tahoma-Pl-Austin-TX-78759/29366029_zpid/
"8600 Wood Stork Dr, Austin, TX 78729","$515,000 ","2,416 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8600-Wood-Stork-Dr-Austin-TX-78729/116081839_zpid/
"9004 Palmito Dr, Austin, TX 78717","$659,900 ","2,514 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/9004-Palmito-Dr-Austin-TX-78717/338418184_zpid/
"5321 Downs Dr, Austin, TX 78721","$488,000 ","1,360 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/5321-Downs-Dr-Austin-TX-78721/29390293_zpid/
"1304 Cardinal Hill Cir, Austin, TX 78758","$599,900 ","2,950 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/1304-Cardinal-Hill-Cir-Austin-TX-78758/29440071_zpid/
"1903 Big Horn Dr, Austin, TX 78734","$5,350,000 ","5,413 sqft",6 ba,6 bds,https://www.zillow.com/homedetails/1903-Big-Horn-Dr-Austin-TX-78734/29354228_zpid/
"7016 Ranchito Dr, Austin, TX 78744","$390,000 ","1,472 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/7016-Ranchito-Dr-Austin-TX-78744/145655656_zpid/
"5401 Baythorne Dr, Austin, TX 78747","$450,000 ","1,840 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/5401-Baythorne-Dr-Austin-TX-78747/331622248_zpid/
"11429 Glen Falloch Ct, Austin, TX 78754","$595,000 ","3,938 sqft",4 ba,6 bds,https://www.zillow.com/homedetails/11429-Glen-Falloch-Ct-Austin-TX-78754/29421919_zpid/
"300 Arroyo Vista Dr, Manchaca, TX 78652","$869,000 ","2,117 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/300-Arroyo-Vista-Dr-Manchaca-TX-78652/29517158_zpid/
"6901 Barstow Ct, Austin, TX 78749","$850,000 ","2,824 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/6901-Barstow-Ct-Austin-TX-78749/120087849_zpid/
"7211 Summer Tanager Dr, Austin, TX 78744","$474,676 ","2,586 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/7211-Summer-Tanager-Dr-Austin-TX-78744/2059144507_zpid/
"2112 Ravenscroft Dr, Austin, TX 78748","$449,500 ","1,646 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2112-Ravenscroft-Dr-Austin-TX-78748/29514451_zpid/
"2905 Rogge Ln, Austin, TX 78723","$304,900 ",816 sqft,1 ba,2 bds,https://www.zillow.com/homedetails/2905-Rogge-Ln-Austin-TX-78723/29402526_zpid/
"6803 Danwood Dr, Austin, TX 78759","$599,999 ","1,934 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/6803-Danwood-Dr-Austin-TX-78759/29369518_zpid/
"1901 Hether St, Austin, TX 78704","$3,195,000 ","3,209 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/1901-Hether-St-Austin-TX-78704/29322083_zpid/
"8312 Stillwood Ln, Austin, TX 78757","$624,500 ","1,753 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8312-Stillwood-Ln-Austin-TX-78757/29426262_zpid/
"The Court Plan, Easton Park","$517,900+","1,912 sqft",2 ba,3 bds,https://www.zillow.com/community/easton-park/2063030019_zpid/
"7609 Summervale Dr, Austin, TX 78737","$995,000 ","2,481 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/7609-Summervale-Dr-Austin-TX-78737/29484572_zpid/
"9200 Ashton Rdg, Austin, TX 78750","$693,000 ","2,538 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/9200-Ashton-Rdg-Austin-TX-78750/29372323_zpid/
"12216 Alcanza Dr, Austin, TX 78739","$1,275,000 ","3,250 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/12216-Alcanza-Dr-Austin-TX-78739/80098076_zpid/
"8021 Scotland Yard, Austin, TX 78759","$565,000 ","1,397 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/8021-Scotland-Yard-Austin-TX-78759/29550561_zpid/
"2149 Barton Hills Dr, Austin, TX 78704","$1,135,000 ","1,697 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/2149-Barton-Hills-Dr-Austin-TX-78704/29322924_zpid/
"3101 Mohawk Rd, Austin, TX 78757","$693,000 ","2,206 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/3101-Mohawk-Rd-Austin-TX-78757/29418568_zpid/
"18409 Deleon Bayou Ln, Austin, TX 78738","$580,000 ","1,945 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/18409-Deleon-Bayou-Ln-Austin-TX-78738/145652292_zpid/
"4414 Avenue D, Austin, TX 78751","$725,000 ","1,238 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4414-Avenue-D-Austin-TX-78751/29403325_zpid/
"2206 Indian Trl, Austin, TX 78703","$1,550,000 ","1,728 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/2206-Indian-Trl-Austin-TX-78703/29335062_zpid/
"6102 Thames Dr, Austin, TX 78723","$799,990 ","2,518 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/6102-Thames-Dr-Austin-TX-78723/29407359_zpid/
"4502 Bennett Ave, Austin, TX 78751","$900,000 ","1,700 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4502-Bennett-Ave-Austin-TX-78751/2074962243_zpid/
"5800 Copse Ct #103, Austin, TX 78744","$415,000 ","1,931 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/5800-Copse-Ct-103-Austin-TX-78744/124720874_zpid/
